uberon_id	uberon_name	positive_evidence	no_negative_evidence
UBERON:0011207	iliocostalis lumborum	1	1
UBERON:0004357	paired limb/fin bud	1	1
UBERON:0011157	cuneiform cartilage	1	1
UBERON:0014795	pelvic appendage muscle	1	1
UBERON:2001427	anterior naris	0	1
UBERON:2002096	bony plate series	0	1
UBERON:3010011	axillary glands	0	1
UBERON:0002203	vasculature of eye	1	1
UBERON:0003958	long bone epiphyseal ossification zone	0	1
UBERON:0004493	cardiac muscle tissue of myocardium	1	1
UBERON:2002071	distal cartilage of internal anterior process of basipterygium	0	1
UBERON:0004259	lower arm blood vessel	1	1
UBERON:0010349	otic capsule pre-cartilage condensation	1	1
UBERON:0002417	abdominal segment of trunk	1	1
UBERON:0007308	pronephric distal early tubule	0	1
UBERON:0004064	neural tube basal plate	1	1
UBERON:0006067	musculature of hindlimb zeugopod	1	1
UBERON:0002325	epithelium of urethra	1	1
UBERON:2101614	anal fin middle radial element	0	0
UBERON:0008814	pharyngeal arch system	1	1
UBERON:0012482	submucosa of cloaca	0	1
UBERON:0014411	greater sciatic notch	1	1
UBERON:0009005	femorotibial joint	1	1
UBERON:2000896	hypaxial region somite 20	0	1
UBERON:0025525	motor system	0	1
UBERON:0006032	interdigital region between manual digits 3 and 4	1	1
UBERON:0006489	second cervical spinal cord segment	1	1
UBERON:0006266	nasolacrimal groove	1	1
UBERON:0001383	muscle of leg	1	1
UBERON:0008789	cranial fossa	1	1
UBERON:0001644	trochlear nerve	1	1
UBERON:0007037	mechanosensory system	1	1
UBERON:0001905	pineal body	1	1
UBERON:0018227	pulmonary lymphatic vessel	1	1
UBERON:2001986	centrum 4	0	1
UBERON:4300016	pelvic cartilage	0	0
UBERON:0003378	cardiac muscle of auricular region	1	1
UBERON:4200169	process 2	0	1
UBERON:0011674	carapace scute	0	0
UBERON:0004221	intestine smooth muscle	1	1
UBERON:0002177	right main bronchus	1	1
UBERON:2005026	primary head sinus	0	1
UBERON:0004106	crus of ear	1	1
UBERON:0013702	body proper	1	1
UBERON:0011642	oral epithelium from ectoderm	1	1
UBERON:0005213	outer renal medulla interstitium	0	1
UBERON:0001532	internal carotid artery	1	1
UBERON:0007143	right internal carotid artery	1	1
UBERON:0007645	future meninx	1	1
UBERON:2105379	dorsal fin distal radial element 8	0	0
UBERON:0005221	liver right lobe parenchyma	1	1
UBERON:0005462	lower back	1	1
UBERON:4200090	fibular facet of the astragalus	0	1
UBERON:0013234	violet gland	0	0
UBERON:0010329	paired limb/fin bud mesenchyme	1	1
UBERON:3000018	anterior ramus of pterygoid	0	1
UBERON:0005601	dorsal mesocardium	1	1
UBERON:2001073	axial vasculature	0	1
UBERON:0002033	arrector muscle of hair	1	1
UBERON:2005269	hypophyseal fenestra	0	1
UBERON:0003674	cuspid	1	1
UBERON:0008537	quadratus femoris	1	1
UBERON:0006141	palmar digital artery	1	1
UBERON:0002935	magnocellular part of ventral anterior nucleus	1	1
UBERON:0003509	arterial blood vessel	1	1
UBERON:0010369	secondary pulmonary lobule	1	1
UBERON:0005269	renal cortex vein	0	1
UBERON:2001865	basibranchial 4 cartilage	0	1
UBERON:0004321	middle phalanx of manual digit 3	1	1
UBERON:0003965	sympathetic afferent fiber	0	1
UBERON:0000003	naris	1	1
UBERON:0011949	endometrium luminal epithelium	0	1
UBERON:0000477	anatomical cluster	1	1
UBERON:2100268	anal fin proximal radial element	0	0
UBERON:0005871	palatine process of maxilla	1	1
UBERON:2000557	preural 1 vertebra	0	0
UBERON:0007707	superior cerebellar peduncle of midbrain	0	1
UBERON:1000016	tip of snout	0	1
UBERON:0005469	right thymus lobe	1	1
UBERON:0011800	dermal pulp of feather shaft	0	0
UBERON:2001581	ural centrum 2	0	0
UBERON:0004223	vagina smooth muscle	0	1
UBERON:0004478	musculature of larynx	1	1
UBERON:0002047	pontine raphe nucleus	1	1
UBERON:0034766	glabella region	1	1
UBERON:0003060	pronephric duct	1	1
UBERON:2001304	vagal ganglion 3	0	1
UBERON:0004185	endodermal part of digestive tract	1	1
UBERON:0001002	cuticle	0	1
UBERON:0012177	skin apocrine gland	0	1
UBERON:0006535	skin fluid/secretion	0	1
UBERON:0011648	jaw muscle	1	1
UBERON:0011968	radio-carpal joint	1	1
UBERON:0001817	lacrimal gland	1	1
UBERON:0034951	subcutaneous lymph sac	0	1
UBERON:0002247	uterine horn	1	1
UBERON:0011651	ventral head of rib	0	1
UBERON:0011149	Marshall's gland	0	0
UBERON:0011898	skeletal muscle endomysium	1	1
UBERON:0008843	gubernaculum testis	1	1
UBERON:0000029	lymph node	1	1
UBERON:3010757	ramus superficial ophthalmic	0	0
UBERON:0009673	accessory XI nerve cranial component	1	1
UBERON:2001858	suprapharyngobranchial	0	1
UBERON:0001286	Bowman's space	1	1
UBERON:0003843	dental epithelium	1	1
UBERON:0035157	dorsolateral prefrontal cortex layer 5	0	1
UBERON:0008622	scalenus anterior	1	1
UBERON:2001624	type 2 odontode	0	1
UBERON:2101671	anal fin radial element	0	0
UBERON:0004496	skeletal muscle tissue of iliacus	1	1
UBERON:2001932	sensory canal tubular ossicle	0	0
UBERON:0019326	lobe of lacrimal gland	1	1
UBERON:0015870	lymph node of head	1	1
UBERON:3000711	procoelous	0	1
UBERON:0003056	pre-chordal neural plate	1	1
UBERON:0002321	extraglomerular mesangium	1	1
UBERON:0012351	urachal lumen	0	1
UBERON:0006485	Brodmann (1909) area 48	1	1
UBERON:0004572	arterial system	1	1
UBERON:0005847	thoracic spinal cord lateral column	0	1
UBERON:0012439	blastema of regenerating digit tip	0	1
UBERON:0001944	pretectal region	1	1
UBERON:1000020	collection of hair on snout	0	1
UBERON:2001391	anterior lateral line ganglion	0	0
UBERON:5012262	manual minor digit (Aves) plus metapodial segment	0	0
UBERON:0007188	mesothelium of serous pericardium	1	1
UBERON:0002970	intermediate oculomotor nucleus	1	1
UBERON:0013417	epicranium	0	1
UBERON:0009668	ventral mesentery	1	1
UBERON:0010577	manual digit 3 phalanx pre-cartilage condensation	1	1
UBERON:0003232	epithelium of knee	1	1
UBERON:0010160	lumen of lymphatic vessel	1	1
UBERON:3010081	interorbital fold	0	1
UBERON:0023867	islands of Calleja of olfactory tubercle	0	1
UBERON:0001653	facial vein	1	1
UBERON:0001756	middle ear	1	1
UBERON:0013279	diaphysis of fibula	1	1
UBERON:2007062	olfactory field	0	1
UBERON:0035041	deep temporal artery	1	1
UBERON:0035566	central pretectal nucleus	0	0
UBERON:0005527	rhombomere 8	1	1
UBERON:0008442	webbed pes	0	1
UBERON:0007490	keratin-based acellular structure	1	1
UBERON:0005261	atrium cardiac jelly	0	1
UBERON:0001647	facial nerve	1	1
UBERON:0001069	head of pancreas	1	1
UBERON:0010518	pelvic fin clasper	0	0
UBERON:0007289	presumptive rhombomere 1	1	1
UBERON:0004635	thoracic vertebra 11	1	1
UBERON:0007775	secondary tooth	1	1
UBERON:0001043	esophagus	1	1
UBERON:0002473	intercerebral commissure	1	1
UBERON:0004243	prostate gland smooth muscle	1	1
UBERON:0005327	mesonephric glomerular epithelium	0	1
UBERON:0003583	larynx connective tissue	1	1
UBERON:0003361	epithelium of sublingual gland	0	1
UBERON:0001452	distal tarsal bone 1	1	1
UBERON:0002056	inferior suprarenal artery	1	1
UBERON:0002128	superior olivary complex	1	1
UBERON:3000494	processus lingualis of pterygoid	0	1
UBERON:0013642	ring of oral cilia	0	0
UBERON:0002235	tubercle of rib	1	1
UBERON:0002401	visceral pleura	1	1
UBERON:0003517	kidney blood vessel	1	1
UBERON:2001764	pectoral fin lepidotrichium 4	0	0
UBERON:0002018	synovial membrane of synovial joint	1	1
UBERON:0005609	iliac artery	1	1
UBERON:0018365	supratemporal process	0	1
UBERON:0005925	ethmoidal process of inferior nasal concha	1	1
UBERON:0004125	myocardial compact layer	0	1
UBERON:0013765	digestive system element	1	1
UBERON:2005021	cerebellar central artery	0	1
UBERON:4200018	calcaneal tuber	0	1
UBERON:0012490	muscle layer of anal canal	1	1
UBERON:0015125	anterior internodal tract	1	1
UBERON:0010467	teres muscle	1	1
UBERON:2000731	somite 27	0	1
UBERON:0002873	interpolar part of spinal trigeminal nucleus	1	1
UBERON:0015847	upper left incisor tooth	0	1
UBERON:0001432	distal carpal bone 3	1	1
UBERON:0004525	cardiac muscle tissue of trabecula carnea of right ventricle	1	1
UBERON:2005382	dorsal fin proximal radial bone 5	0	0
UBERON:0006135	myelinated nerve fiber	1	1
UBERON:0010850	tibia pre-cartilage condensation	1	1
UBERON:0001979	venule	1	1
UBERON:0007283	presumptive shield	0	1
UBERON:0014888	iliotibialis muscle	0	0
UBERON:0014646	nucleus K of ventral tegmentum	0	0
UBERON:2000779	lateral forebrain bundle telencephalon	0	1
UBERON:0005856	developing mesenchymal condensation	1	1
UBERON:0003229	epithelium of elbow	1	1
UBERON:0002433	pars tuberalis of adenohypophysis	1	1
UBERON:0006637	celiac trunk	1	1
UBERON:0001502	interosseous muscle of manus	1	1
UBERON:0009695	epithelium of laryngopharynx	1	1
UBERON:2001665	basibranchial 2 tooth	0	1
UBERON:3000651	lamina anterior of maxilla	0	1
UBERON:0004780	gastrointestinal system lamina propria	1	1
UBERON:3000341	optic fenestra	0	1
UBERON:0014510	lamina of omasum	0	0
UBERON:2001522	hypobranchial cartilage	0	1
UBERON:0004162	pulmonary myocardium	0	1
UBERON:0009565	nail of manual digit	1	1
UBERON:0007311	sputum	0	1
UBERON:2000636	cerebellar crest	0	1
UBERON:0001634	mesencephalic artery	1	1
UBERON:0007764	paramedian reticular nucleus	1	1
UBERON:0006641	appendix epididymis	1	1
UBERON:0009474	ascidian ampulla	0	0
UBERON:2001935	oral disk	0	1
UBERON:0001337	spongiose part of urethra	1	1
UBERON:0005978	olfactory bulb outer nerve layer	1	1
UBERON:0002479	dorsal lateral geniculate nucleus	1	1
UBERON:0011415	cutaneous trunci muscle	0	1
UBERON:0003625	manual digit 5	1	1
UBERON:0014537	periamygdaloid cortex	0	1
UBERON:4200093	guard scale	0	0
UBERON:0009844	urogenital sinus lumen	1	1
UBERON:0005383	caudate-putamen	1	1
UBERON:0014382	collection of hairs on head or neck	1	1
UBERON:0034736	coracoclavicular ligament	1	1
UBERON:0001343	seminiferous tubule of testis	1	1
UBERON:0002559	medullary reticular formation	1	1
UBERON:0005425	presumptive neural retina	1	1
UBERON:0000926	mesoderm	1	1
UBERON:0005815	anterior tubercle of transverse process of cervical vertebra	1	1
UBERON:0011190	lunule of nail	1	1
UBERON:0010752	exoccipital cartilage element	1	1
UBERON:0013476	dermal layer of tongue	0	1
UBERON:0001841	anterior semicircular canal	1	1
UBERON:2002240	Purkinje cell layer corpus cerebelli	0	1
UBERON:0005066	right ventricular trabecular myocardium	0	1
UBERON:0000936	posterior commissure	1	1
UBERON:0004448	distal epiphysis of phalanx	1	1
UBERON:0003487	skin sebaceous gland	1	1
UBERON:0010240	zygomatic gland	0	0
UBERON:0007105	vitelline duct	1	1
UBERON:2000305	ventral sulcus	0	1
UBERON:3010736	ramus posterior of CN VIII	0	1
UBERON:0014719	intralobular duct	1	1
UBERON:2001855	hyomandibular condyle for the opercle	0	1
UBERON:0005148	metanephric S-shaped body	0	1
UBERON:2001141	tooth 1V	0	1
UBERON:2005259	continuous capillary	1	1
UBERON:0001076	neural spine	1	1
UBERON:0008582	superior longitudinal muscle of tongue	1	1
UBERON:0012458	antler velvet	0	0
UBERON:0001658	middle temporal vein	1	1
UBERON:0007612	extensor digitorum communis	1	1
UBERON:0005200	thoracic mammary gland	1	1
UBERON:0002233	tectorial membrane of cochlea	1	1
UBERON:4200233	dorsal clavicular process	0	1
UBERON:0002798	spinothalamic tract of pons	1	1
UBERON:0001875	globus pallidus	1	1
UBERON:1000009	midline crest	0	1
UBERON:3000909	sulcus proximalis ossis cruris	0	1
UBERON:0001976	epithelium of esophagus	1	1
UBERON:4300035	supraneural element	0	1
UBERON:0002078	right cardiac atrium	1	1
UBERON:0014637	thoracic spinal cord white matter	0	1
UBERON:4300103	rudimentary pectoral fin ray	0	0
UBERON:0018379	metacestode	0	0
UBERON:0003822	forelimb stylopod	1	1
UBERON:0003858	lower eyelid mesenchyme	1	1
UBERON:0001384	primary motor cortex	1	1
UBERON:0004537	blood vasculature	1	1
UBERON:0001020	nervous system commissure	1	1
UBERON:0001449	phalanx of pes	1	1
UBERON:0002020	gray matter	1	1
UBERON:2001467	pharyngeal mesoderm	0	1
UBERON:0013626	medial metatarsal pad	0	1
UBERON:0015329	respiratory system basement membrane	0	1
UBERON:0004878	distal visceral endoderm	0	1
UBERON:0004808	gastrointestinal system epithelium	1	1
UBERON:3010006	dorsal skin texture	0	1
UBERON:0006763	epithelium of conjunctiva	1	1
UBERON:0010126	future nucleus ambiguus	1	1
UBERON:0008454	rectus capitis posterior major	1	1
UBERON:0002046	thyroid gland	1	1
UBERON:0007627	magnocellular nucleus of stria terminalis	0	1
UBERON:0035416	diaphragma sellae	1	1
UBERON:0000050	simple eye with multiple lenses	0	1
UBERON:4300097	anal fin spine 1	0	0
UBERON:0004292	cardiac skeleton	1	1
UBERON:0007846	dense regular connective tissue	1	1
UBERON:0004737	metanephric collecting duct	0	1
UBERON:0010896	piston cartilage	0	0
UBERON:0005478	sulcus limitans of neural tube	1	1
UBERON:2001710	opercle-interopercle joint	0	1
UBERON:3010780	pars recta	0	1
UBERON:0001672	anterior cerebral vein	1	1
UBERON:0003617	trachea elastic tissue	0	1
UBERON:0008790	rugal fold	1	1
UBERON:0001899	epithalamus	1	1
UBERON:0010045	1st arch maxillary mesenchyme	1	1
UBERON:0011090	skeleton of right pelvic girdle	1	1
UBERON:0010056	future tongue	1	1
UBERON:0009577	metencephalon sulcus limitans	1	1
UBERON:0000353	parenchyma	1	1
UBERON:0007376	outer epithelium	1	1
UBERON:0008830	cerebellum internal granule cell layer	0	1
UBERON:0001437	epiphysis	1	1
UBERON:0018554	primary lateral incisor tooth	1	1
UBERON:0005381	dentate gyrus granule cell layer	1	1
UBERON:2002292	epaxial basal fulcrum	0	0
UBERON:0004880	chordamesoderm	1	1
UBERON:0004646	infraorbital artery	1	1
UBERON:0001743	ligament of larynx	1	1
UBERON:3010795	preopercular ramule	0	0
UBERON:0034889	posterior parietal cortex	1	1
UBERON:0005608	hyoid artery	1	1
UBERON:0005798	bicornuate uterus	0	1
UBERON:0002541	germ ring	1	1
UBERON:0006139	plantar digital vein	1	1
UBERON:0003473	thoracic cavity artery	0	1
UBERON:3000512	processus zygomatico-maxillaris	0	1
UBERON:2005245	inter-parietal joint	0	1
UBERON:0002653	gracile fasciculus of medulla	1	1
UBERON:0015139	infundibulum of gallbladder	1	1
UBERON:3010242	nasolabial groove	0	1
UBERON:5011981	manual digit 6 plus metapodial segment	0	1
UBERON:0002478	orbitosphenoid	1	1
UBERON:3000823	sinus interglenoidalis	0	1
UBERON:0017639	sinus of von Szily	0	1
UBERON:0006467	eleventh thoracic spinal cord segment	1	1
UBERON:0006582	statolith	0	0
UBERON:2002226	preglomerular nucleus	0	1
UBERON:3000774	ilial shaft	0	1
UBERON:0011012	flexor pollicis brevis muscle	1	1
UBERON:0001913	milk	1	1
UBERON:0004778	larynx submucosa	0	1
UBERON:0016569	subcupular meshwork of statoconial membrane	0	1
UBERON:0035243	anal sinus	1	1
UBERON:0003670	smegma	1	1
UBERON:0022469	primary olfactory cortex	0	1
UBERON:0012135	prepollex skeleton	0	1
UBERON:0009734	sublaminar layers S2 or S3 or S4	0	1
UBERON:3000777	epicoracoid horn	0	1
UBERON:0010066	tympanic plate	1	1
UBERON:3010142	occipital arch	0	1
UBERON:0034903	left atrium endocardium	1	1
UBERON:0006636	lumbar artery	1	1
UBERON:0027221	adrenergic system	0	1
UBERON:0012127	feather barbicel	0	0
UBERON:0004526	cardiac muscle tissue of trabecula carnea of left ventricle	1	1
UBERON:3000908	sulcus distalis ossis cruris	0	1
UBERON:0002427	arm skin	1	1
UBERON:0000412	dermal papilla	1	1
UBERON:0000450	corpus albicans	1	1
UBERON:3000601	tectum nasi	0	1
UBERON:0002720	mammillary peduncle	1	1
UBERON:2000503	dorsal oblique branchial muscle	0	1
UBERON:0013196	strand of wool	0	1
UBERON:0001429	pisiform	1	1
UBERON:0001252	adventitia of ureter	1	1
UBERON:4200247	lateral parasymphysial foramen	0	1
UBERON:2001707	infraorbital 12	0	1
UBERON:0009629	coccygeal nerve	1	1
UBERON:0006262	malleus pre-cartilage condensation	1	1
UBERON:0010388	proximal segment of rib	1	1
UBERON:2001223	basibranchial 1 bone	0	1
UBERON:0034933	layer of smooth muscle tissue	1	1
UBERON:2007061	epibranchial field	0	1
UBERON:0000431	ventral medial complex of thalamus	1	1
UBERON:0022296	inferior palpebral branch of infra-orbital nerve	1	1
UBERON:0002188	respiratory bronchiole	1	1
UBERON:0028430	Ongur, Price, and Ferry (2003) area 47l	0	1
UBERON:0001305	ovarian follicle	1	1
UBERON:0009611	midbrain neural plate	0	1
UBERON:2001181	epidermal intermediate stratum	0	1
UBERON:2000096	cardinal system	0	1
UBERON:0010414	omental fat pad	0	1
UBERON:0004922	postnatal subventricular zone	1	1
UBERON:0010981	internal intercostal pre-muscle mass	1	1
UBERON:0014471	primary fissure of cerebellum	1	1
UBERON:0005619	secondary palatal shelf	1	1
UBERON:3000815	sternal head of coracoid	0	0
UBERON:0001392	flexor hallucis longus	1	1
UBERON:0006601	presumptive ectoderm	0	1
UBERON:0004207	prebend segment of loop of Henle	0	1
UBERON:0009597	mesenchyme of interdigital region between digits 2 and 3	1	1
UBERON:0003676	patellar ligament	1	1
UBERON:0007689	thyroid diverticulum	1	1
UBERON:0002111	artery smooth muscle tissue	1	1
UBERON:2001200	corpuscles of Stannius	0	0
UBERON:0009896	oral siphon primordia	0	0
UBERON:4200140	prepollical element	0	1
UBERON:0006922	cervix squamous epithelium	0	1
UBERON:0003339	ganglion of central nervous system	1	1
UBERON:0001096	wall of esophagus	1	1
UBERON:2002268	epineural 6	0	1
UBERON:3010701	m. latissimus dorsi	0	1
UBERON:2005027	posterior cerebral vein	0	1
UBERON:0001058	mushroom body	0	0
UBERON:0010123	future facial nucleus	1	1
UBERON:0002077	cortex of hair	1	1
UBERON:2000980	somite 25	0	1
UBERON:0008834	prostomium	0	0
UBERON:0003835	abdominal segment blood vessel	1	1
UBERON:0011272	embryonic skin basal layer	1	1
UBERON:0018577	upper third secondary molar tooth	1	1
UBERON:0022303	nervous system cell part layer	1	1
UBERON:0000974	neck	1	1
UBERON:0001323	tibial nerve	1	1
UBERON:0014539	precommissural fornix of forebrain	1	1
UBERON:0001092	vertebral bone 1	1	1
UBERON:0009468	basiotic bone	0	1
UBERON:0000569	ileocecal valve	1	1
UBERON:0004463	musculature of hindlimb stylopod	1	1
UBERON:2002040	inter-coracoid joint	0	1
UBERON:0001431	distal carpal bone 2	1	1
UBERON:2001847	dorsal hypohyal-urohyal joint	0	1
UBERON:0006983	anatomical point	1	1
UBERON:2000315	asteriscus	0	1
UBERON:0010014	epigonal organ	0	0
UBERON:0015041	pedal digit 5 metatarsal endochondral element	1	1
UBERON:0001422	facial lymphatic vessel	1	1
UBERON:0005966	outflow part of left atrium	1	1
UBERON:0007713	fourth sacral spinal ganglion	1	1
UBERON:0003477	vein of upper lip	1	1
UBERON:0000399	jejunal mucosa	1	1
UBERON:3000192	foramen perilymphaticum	0	1
UBERON:0005236	osseus labyrinth vestibule	1	1
UBERON:0001094	sacral vertebra	1	1
UBERON:0003404	lobar bronchus of right lung	1	1
UBERON:2100508	pelvic fin radial element	0	0
UBERON:0016425	epiphyseal plate of radius	1	1
UBERON:0012420	coprodeum	0	1
UBERON:0011897	cardiac endomysium	1	1
UBERON:0005711	foregut duodenum mesentery	1	1
UBERON:0014599	paraventricular nucleus of the hypothalamus magnocellular division - anterior magnocellular part	1	1
UBERON:0008787	fourth trochanter	0	0
UBERON:2007060	dorsolateral field	0	1
UBERON:2005048	primitive prosencephalic artery	0	1
UBERON:3000680	manubrium of hyale	0	1
UBERON:0010245	retinal tapetum lucidum	0	0
UBERON:2101672	dorsal fin radial element	0	0
UBERON:5103622	manual digit 2 digitopodial skeleton	1	1
UBERON:2002229	presumptive atrium primitive heart tube	0	1
UBERON:2000579	rostral mesencephalo-cerebellar tract	0	1
UBERON:0019190	mucous gland of lung	1	1
UBERON:2001792	pharyngobranchial 3 bone uncinate process	0	1
UBERON:0005732	paired limb/fin field	0	1
UBERON:0002646	dorsal longitudinal fasciculus of medulla	1	1
UBERON:0006502	plantar interosseous muscle of pes	1	1
UBERON:0001129	subscapularis muscle	1	1
UBERON:0001591	thymic vein	1	1
UBERON:0009972	ureteropelvic junction	1	1
UBERON:0004004	cerebellum lobule	1	1
UBERON:0002904	lateral occipital sulcus	1	1
UBERON:0035398	branch of external carotid artery	1	1
UBERON:4200235	postcoronoid bone	0	1
UBERON:0005832	cuneate fasciculus	1	1
